OldName,NewName,CardCode,Player,MinorTeam,Status,Note
IMG_3880.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_tight',vname='bin2',psm=6: -- -2 - - - - - - 7 - -F - BF 7 7 A Y - - D 4 27 P 88 - P J - 7 - OT - 2 - 7 - -- OO 7 Y"
IMG_3882.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_tight',vname='bin2',psm=6: 2"
IMG_3884.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: Z3 - SE"
IMG_3886.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: AZ O W VY 4 X 2"
IMG_3888.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: 1 P7 S - L SS 4"
IMG_3890.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: - YY 7"
IMG_3892.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: C X A 4 P- - - P"
IMG_3894.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=7: 1"
IMG_3896.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: D 5 82 SS E 5"
IMG_3898.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: 44 OC 2 R G2 P"
IMG_3900.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: - 2 OS --"
IMG_3902.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_tight',vname='bin2',psm=6: S"
IMG_3907.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: - M- G 2 S"
IMG_3909.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: J -"
IMG_3911.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_tight',vname='bin2',psm=6: S F"
IMG_3913.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_tight',vname='invbin',psm=6: 4B6EREX4 S 055 75M G R SNA ARAK"
IMG_3915.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: 1 V SH P I -"
IMG_3917.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_tight',vname='bin2',psm=6: - 2 T-A - A 2"
IMG_3919.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_tight',vname='invbin',psm=6: - - - - - - 5 Y - - --7 4 T Y PP - - - - C"
IMG_3921.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_tight',vname='invbin2',psm=6: CG E"
IMG_3923.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_tight',vname='invbin',psm=6: Y -W-- -3 AFAP-- 4 S AS E B LS EE"
IMG_3925.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_tight',vname='bin2',psm=6: 3 C"
IMG_3927.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: PS TT 1"
IMG_3929.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: 1 WA 1 S -"
IMG_3931.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: SA C"
IMG_3933.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: A I"
IMG_3935.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: -"
IMG_3937.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_tight',vname='invbin2',psm=6: FRE SS O WA 2K L V A"
IMG_3939.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_tight',vname='bin2',psm=6: -"
IMG_3941.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: V 1 B -"
IMG_3943.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_tight',vname='invbin2',psm=6: - - 4 VA - 4 4 AG 7 N A - - 4 4 4 3"
IMG_3945.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: - 7 - 3"
IMG_3950.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: 5 Z Z 3 S- SF 2 S-"
IMG_3952.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: -18 PS"
IMG_3954.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: A G OS SE A G9 E"
IMG_3956.JPEG,,,,,NO_CODE,"rot=0,roi_name='topright_wide',vname='raw',psm=6: E- 3D 7 -P DE 4"
